策略,样本,胜率,盈亏比,单笔平均收益,总收益_线性,净值_顺序复利,未成交数
扩展网格_止损-7|止盈10|强势阈值0.0|强势参考d0|最多D2|转弱阈值-2(可成交),93,0.462366,1.686199,0.010515,0.977906,2.071652,0
扩展网格_止损-7|止盈10|强势阈值0.0|强势参考d0|最多D2|转弱阈值0(可成交),93,0.462366,1.686199,0.010515,0.977906,2.071652,0
扩展网格_止损-7|止盈10|强势阈值0.0|强势参考d0|最多D2|转弱阈值1(可成交),93,0.462366,1.686199,0.010515,0.977906,2.071652,0
扩展网格_止损-7|止盈10|强势阈值0.0|强势参考d0|最多D2|转弱阈值-1(可成交),93,0.462366,1.686199,0.010515,0.977906,2.071652,0
扩展网格_止损-3|止盈7|强势阈值1.0|强势参考d0|最多D5|转弱阈值-1(可成交),93,0.430108,1.876574,0.010513,0.977727,1.994404,0
扩展网格_止损-6|止盈12|强势阈值2.0|强势参考prev_close|最多D4|转弱阈值-2(可成交),93,0.526882,1.308330,0.010513,0.977686,2.021900,0
扩展网格_止损-5|止盈6|强势阈值0.0|强势参考prev_close|最多D3|转弱阈值-2(可成交),93,0.516129,1.334106,0.010513,0.977673,2.052955,0
扩展网格_止损-6|止盈6|强势阈值0.0|强势参考prev_close|最多D5|转弱阈值1(可成交),93,0.537634,1.243132,0.010512,0.977626,2.075250,0
扩展网格_止损-6|止盈6|强势阈值0.0|强势参考prev_close|最多D4|转弱阈值1(可成交),93,0.537634,1.243132,0.010512,0.977626,2.075250,0
扩展网格_止损-7|止盈8|强势阈值0.0|强势参考prev_close|最多D4|转弱阈值1(可成交),93,0.559140,1.156042,0.010500,0.976490,2.077918,0
扩展网格_止损-7|止盈8|强势阈值0.0|强势参考prev_close|最多D5|转弱阈值1(可成交),93,0.559140,1.156042,0.010500,0.976490,2.077918,0
扩展网格_止损-5|止盈7|强势阈值0.5|强势参考d0|最多D5|转弱阈值-2(可成交),93,0.397849,2.115889,0.010499,0.976412,1.967057,0
扩展网格_止损-7|止盈10|强势阈值0.0|强势参考d0|最多D4|转弱阈值-1(可成交),93,0.419355,1.983706,0.010494,0.975982,1.987472,0
扩展网格_止损-6|止盈9|强势阈值2.0|强势参考prev_close|最多D3|转弱阈值-1(可成交),93,0.537634,1.254029,0.010489,0.975509,2.078692,0
扩展网格_止损-5|止盈7|强势阈值0.5|强势参考prev_close|最多D3|转弱阈值-1(可成交),93,0.526882,1.283659,0.010489,0.975490,2.053379,0
网格_止损-6|强势1|兑现6(可成交),93,0.516129,1.377284,0.010489,0.975436,2.099023,0
扩展网格_止损-6|止盈6|强势阈值1.0|强势参考d0|最多D2|转弱阈值1(可成交),93,0.516129,1.377284,0.010489,0.975436,2.099023,0
扩展网格_止损-6|止盈6|强势阈值1.0|强势参考d0|最多D2|转弱阈值0(可成交),93,0.516129,1.377284,0.010489,0.975436,2.099023,0
扩展网格_止损-6|止盈6|强势阈值1.0|强势参考d0|最多D2|转弱阈值-2(可成交),93,0.516129,1.377284,0.010489,0.975436,2.099023,0
扩展网格_止损-6|止盈6|强势阈值1.0|强势参考d0|最多D2|转弱阈值-1(可成交),93,0.516129,1.377284,0.010489,0.975436,2.099023,0
扩展网格_止损-5|止盈8|强势阈值2.0|强势参考prev_close|最多D3|转弱阈值1(可成交),93,0.537634,1.257104,0.010485,0.975126,2.082070,0
扩展网格_止损-6|止盈7|强势阈值2.0|强势参考prev_close|最多D4|转弱阈值-2(可成交),93,0.526882,1.307153,0.010483,0.974883,2.077052,0
扩展网格_止损-6|止盈6|强势阈值1.0|强势参考prev_close|最多D3|转弱阈值-2(可成交),93,0.526882,1.287060,0.010479,0.974586,2.056728,0
扩展网格_止损-7|止盈8|强势阈值0.0|强势参考prev_close|最多D2|转弱阈值0(可成交),93,0.569892,1.106558,0.010476,0.974279,2.094462,0
扩展网格_止损-7|止盈8|强势阈值0.0|强势参考prev_close|最多D2|转弱阈值1(可成交),93,0.569892,1.106558,0.010476,0.974279,2.094462,0
扩展网格_止损-7|止盈8|强势阈值0.0|强势参考prev_close|最多D2|转弱阈值-1(可成交),93,0.569892,1.106558,0.010476,0.974279,2.094462,0
扩展网格_止损-7|止盈8|强势阈值0.0|强势参考prev_close|最多D2|转弱阈值-2(可成交),93,0.569892,1.106558,0.010476,0.974279,2.094462,0
扩展网格_止损-3|止盈12|强势阈值0.5|强势参考d0|最多D3|转弱阈值0(可成交),93,0.419355,1.968071,0.010466,0.973368,1.932891,0
扩展网格_止损-3|止盈12|强势阈值0.5|强势参考d0|最多D3|转弱阈值1(可成交),93,0.419355,1.968071,0.010466,0.973368,1.932891,0
扩展网格_止损-4|止盈7|强势阈值1.0|强势参考d0|最多D5|转弱阈值-1(可成交),93,0.440860,1.789249,0.010464,0.973177,1.977473,0
扩展网格_止损-7|止盈9|强势阈值0.0|强势参考prev_close|最多D2|转弱阈值-1(可成交),93,0.569892,1.106136,0.010464,0.973108,2.092173,0
扩展网格_止损-7|止盈9|强势阈值0.0|强势参考prev_close|最多D2|转弱阈值-2(可成交),93,0.569892,1.106136,0.010464,0.973108,2.092173,0
扩展网格_止损-7|止盈9|强势阈值0.0|强势参考prev_close|最多D2|转弱阈值0(可成交),93,0.569892,1.106136,0.010464,0.973108,2.092173,0
扩展网格_止损-7|止盈9|强势阈值0.0|强势参考prev_close|最多D2|转弱阈值1(可成交),93,0.569892,1.106136,0.010464,0.973108,2.092173,0
扩展网格_止损-7|止盈7|强势阈值0.0|强势参考d0|最多D2|转弱阈值-1(可成交),93,0.473118,1.618177,0.010459,0.972678,2.078805,0
扩展网格_止损-7|止盈7|强势阈值0.0|强势参考d0|最多D2|转弱阈值0(可成交),93,0.473118,1.618177,0.010459,0.972678,2.078805,0
扩展网格_止损-7|止盈7|强势阈值0.0|强势参考d0|最多D2|转弱阈值1(可成交),93,0.473118,1.618177,0.010459,0.972678,2.078805,0
扩展网格_止损-7|止盈7|强势阈值0.0|强势参考d0|最多D2|转弱阈值-2(可成交),93,0.473118,1.618177,0.010459,0.972678,2.078805,0
扩展网格_止损-7|止盈10|强势阈值2.0|强势参考prev_close|最多D4|转弱阈值-2(可成交),93,0.548387,1.212698,0.010455,0.972350,2.064700,0
扩展网格_止损-6|止盈10|强势阈值1.0|强势参考d0|最多D4|转弱阈值1(可成交),93,0.494624,1.491624,0.010455,0.972296,2.007771,0
扩展网格_止损-6|止盈10|强势阈值1.0|强势参考d0|最多D5|转弱阈值1(可成交),93,0.494624,1.491624,0.010455,0.972296,2.007771,0
扩展网格_止损-5|止盈7|强势阈值2.0|强势参考prev_close|最多D5|转弱阈值-1(可成交),93,0.526882,1.301929,0.010454,0.972242,2.072464,0
扩展网格_止损-5|止盈7|强势阈值2.0|强势参考prev_close|最多D4|转弱阈值-1(可成交),93,0.526882,1.301929,0.010454,0.972242,2.072464,0
扩展网格_止损-6|止盈7|强势阈值0.5|强势参考prev_close|最多D4|转弱阈值0(可成交),93,0.537634,1.240862,0.010450,0.971832,2.057346,0
扩展网格_止损-6|止盈7|强势阈值0.5|强势参考prev_close|最多D5|转弱阈值0(可成交),93,0.537634,1.240862,0.010450,0.971832,2.057346,0
扩展网格_止损-6|止盈8|强势阈值1.0|强势参考prev_close|最多D3|转弱阈值0(可成交),93,0.548387,1.190868,0.010434,0.970406,2.058344,0
扩展网格_止损-7|止盈12|强势阈值0.0|强势参考prev_close|最多D5|转弱阈值-1(可成交),93,0.537634,1.244758,0.010434,0.970347,1.990259,0
扩展网格_止损-5|止盈12|强势阈值0.0|强势参考prev_close|最多D3|转弱阈值-2(可成交),93,0.516129,1.330965,0.010429,0.969931,1.973337,0
扩展网格_止损-3|止盈12|强势阈值2.0|强势参考prev_close|最多D3|转弱阈值1(可成交),93,0.505376,1.410755,0.010428,0.969787,2.006035,0
扩展网格_止损-3|止盈12|强势阈值2.0|强势参考prev_close|最多D3|转弱阈值0(可成交),93,0.505376,1.410755,0.010428,0.969787,2.006035,0
扩展网格_止损-6|止盈7|强势阈值0.0|强势参考prev_close|最多D3|转弱阈值-2(可成交),93,0.526882,1.280057,0.010428,0.969765,2.036037,0
扩展网格_止损-5|止盈8|强势阈值0.0|强势参考d0|最多D4|转弱阈值-1(可成交),93,0.408602,2.024057,0.010426,0.969629,1.963160,0
扩展网格_止损-6|止盈6|强势阈值1.0|强势参考prev_close|最多D4|转弱阈值0(可成交),93,0.537634,1.242389,0.010424,0.969414,2.063986,0
扩展网格_止损-6|止盈6|强势阈值1.0|强势参考prev_close|最多D5|转弱阈值0(可成交),93,0.537634,1.242389,0.010424,0.969414,2.063986,0
扩展网格_止损-6|止盈12|强势阈值2.0|强势参考d0|最多D4|转弱阈值0(可成交),93,0.505376,1.430991,0.010418,0.968883,1.990311,0
扩展网格_止损-6|止盈12|强势阈值2.0|强势参考d0|最多D4|转弱阈值-1(可成交),93,0.505376,1.430991,0.010418,0.968883,1.990311,0
扩展网格_止损-4|止盈12|强势阈值0.5|强势参考d0|最多D3|转弱阈值1(可成交),93,0.430108,1.875828,0.010417,0.968818,1.916481,0
扩展网格_止损-4|止盈12|强势阈值0.5|强势参考d0|最多D3|转弱阈值0(可成交),93,0.430108,1.875828,0.010417,0.968818,1.916481,0
扩展网格_止损-6|止盈6|强势阈值0.0|强势参考prev_close|最多D4|转弱阈值-1(可成交),93,0.526882,1.285663,0.010417,0.968767,2.050207,0
扩展网格_止损-6|止盈6|强势阈值0.0|强势参考prev_close|最多D5|转弱阈值-1(可成交),93,0.526882,1.285663,0.010417,0.968767,2.050207,0
扩展网格_止损-7|止盈9|强势阈值2.0|强势参考prev_close|最多D4|转弱阈值1(可成交),93,0.569892,1.123959,0.010416,0.968680,2.088882,0
扩展网格_止损-7|止盈9|强势阈值2.0|强势参考prev_close|最多D5|转弱阈值1(可成交),93,0.569892,1.123959,0.010416,0.968680,2.088882,0
扩展网格_止损-5|止盈7|强势阈值1.0|强势参考prev_close|最多D3|转弱阈值1(可成交),93,0.537634,1.236829,0.010401,0.967288,2.049166,0
扩展网格_止损-7|止盈6|强势阈值0.0|强势参考prev_close|最多D4|转弱阈值-2(可成交),93,0.537634,1.220855,0.010397,0.966931,2.011779,0
扩展网格_止损-6|止盈6|强势阈值0.0|强势参考d0|最多D5|转弱阈值-2(可成交),93,0.419355,1.920884,0.010397,0.966895,1.959929,0
扩展网格_止损-5|止盈10|强势阈值1.0|强势参考d0|最多D5|转弱阈值0(可成交),93,0.473118,1.604693,0.010391,0.966401,1.984290,0
扩展网格_止损-3|止盈8|强势阈值0.5|强势参考d0|最多D4|转弱阈值0(可成交),93,0.419355,1.969758,0.010386,0.965922,1.982201,0
扩展网格_止损-3|止盈7|强势阈值0.0|强势参考d0|最多D4|转弱阈值0(可成交),93,0.397849,2.120003,0.010383,0.965652,1.965721,0
扩展网格_止损-5|止盈9|强势阈值0.0|强势参考d0|最多D3|转弱阈值1(可成交),93,0.430108,1.862484,0.010379,0.965260,1.955943,0
扩展网格_止损-4|止盈12|强势阈值2.0|强势参考prev_close|最多D3|转弱阈值1(可成交),93,0.516129,1.345579,0.010379,0.965237,1.989004,0
扩展网格_止损-4|止盈12|强势阈值2.0|强势参考prev_close|最多D3|转弱阈值0(可成交),93,0.516129,1.345579,0.010379,0.965237,1.989004,0
扩展网格_止损-7|止盈8|强势阈值2.0|强势参考prev_close|最多D4|转弱阈值-2(可成交),93,0.548387,1.209792,0.010377,0.965089,2.062804,0
扩展网格_止损-3|止盈8|强势阈值0.5|强势参考d0|最多D3|转弱阈值0(可成交),93,0.430108,1.885590,0.010377,0.965041,1.979775,0
扩展网格_止损-3|止盈8|强势阈值0.5|强势参考d0|最多D3|转弱阈值1(可成交),93,0.430108,1.885590,0.010377,0.965041,1.979775,0
扩展网格_止损-6|止盈7|强势阈值0.0|强势参考prev_close|最多D4|转弱阈值-1(可成交),93,0.526882,1.284121,0.010375,0.964914,2.034971,0
扩展网格_止损-6|止盈10|强势阈值0.0|强势参考prev_close|最多D3|转弱阈值0(可成交),93,0.548387,1.186367,0.010374,0.964771,2.030480,0
扩展网格_止损-3|止盈7|强势阈值0.0|强势参考d0|最多D3|转弱阈值0(可成交),93,0.408602,2.027955,0.010374,0.964771,1.963315,0
扩展网格_止损-3|止盈7|强势阈值0.0|强势参考d0|最多D3|转弱阈值1(可成交),93,0.408602,2.027955,0.010374,0.964771,1.963315,0
扩展网格_止损-5|止盈12|强势阈值1.0|强势参考d0|最多D3|转弱阈值-2(可成交),93,0.408602,2.028085,0.010369,0.964344,1.886664,0
扩展网格_止损-3|止盈8|强势阈值0.5|强势参考d0|最多D5|转弱阈值0(可成交),93,0.419355,1.968707,0.010368,0.964187,1.979030,0
扩展网格_止损-3|止盈7|强势阈值0.0|强势参考d0|最多D5|转弱阈值0(可成交),93,0.397849,2.118913,0.010365,0.963917,1.962576,0
扩展网格_止损-7|止盈9|强势阈值2.0|强势参考prev_close|最多D4|转弱阈值0(可成交),93,0.559140,1.167337,0.010359,0.963426,2.071089,0
扩展网格_止损-7|止盈9|强势阈值2.0|强势参考prev_close|最多D5|转弱阈值0(可成交),93,0.559140,1.167337,0.010359,0.963426,2.071089,0
扩展网格_止损-6|止盈7|强势阈值0.0|强势参考prev_close|最多D5|转弱阈值-1(可成交),93,0.526882,1.283427,0.010357,0.963180,2.031716,0
扩展网格_止损-7|止盈7|强势阈值0.0|强势参考prev_close|最多D4|转弱阈值-2(可成交),93,0.537634,1.219417,0.010356,0.963078,1.996828,0
扩展网格_止损-5|止盈7|强势阈值2.0|强势参考d0|最多D3|转弱阈值-2(可成交),93,0.483871,1.540902,0.010356,0.963070,2.037260,0
扩展网格_止损-6|止盈8|强势阈值0.0|强势参考prev_close|最多D3|转弱阈值-1(可成交),93,0.537634,1.229811,0.010353,0.962823,2.031251,0
扩展网格_止损-5|止盈9|强势阈值1.0|强势参考d0|最多D5|转弱阈值1(可成交),93,0.473118,1.602828,0.010352,0.962731,1.990244,0
扩展网格_止损-5|止盈9|强势阈值1.0|强势参考d0|最多D4|转弱阈值1(可成交),93,0.473118,1.602828,0.010352,0.962731,1.990244,0
扩展网格_止损-5|止盈10|强势阈值1.0|强势参考d0|最多D4|转弱阈值-1(可成交),93,0.462366,1.662090,0.010347,0.962264,1.967348,0
扩展网格_止损-6|止盈8|强势阈值0.0|强势参考d0|最多D4|转弱阈值1(可成交),93,0.430108,1.866841,0.010343,0.961915,1.960808,0
扩展网格_止损-6|止盈8|强势阈值0.0|强势参考d0|最多D5|转弱阈值1(可成交),93,0.430108,1.866841,0.010343,0.961915,1.960808,0
扩展网格_止损-6|止盈8|强势阈值0.5|强势参考prev_close|最多D3|转弱阈值1(可成交),93,0.548387,1.185125,0.010338,0.961470,2.035676,0
扩展网格_止损-4|止盈8|强势阈值0.5|强势参考d0|最多D4|转弱阈值0(可成交),93,0.430108,1.877349,0.010337,0.961371,1.965373,0
扩展网格_止损-5|止盈8|强势阈值0.5|强势参考prev_close|最多D3|转弱阈值0(可成交),93,0.537634,1.231934,0.010332,0.960865,2.033004,0
扩展网格_止损-4|止盈8|强势阈值0.5|强势参考d0|最多D3|转弱阈值0(可成交),93,0.440860,1.797596,0.010328,0.960491,1.962968,0
扩展网格_止损-4|止盈8|强势阈值0.5|强势参考d0|最多D3|转弱阈值1(可成交),93,0.440860,1.797596,0.010328,0.960491,1.962968,0
扩展网格_止损-5|止盈6|强势阈值2.0|强势参考prev_close|最多D2|转弱阈值-2(可成交),93,0.537634,1.251082,0.010326,0.960341,2.076529,0
扩展网格_止损-5|止盈6|强势阈值2.0|强势参考prev_close|最多D2|转弱阈值1(可成交),93,0.537634,1.251082,0.010326,0.960341,2.076529,0
扩展网格_止损-5|止盈6|强势阈值2.0|强势参考prev_close|最多D2|转弱阈值0(可成交),93,0.537634,1.251082,0.010326,0.960341,2.076529,0
扩展网格_止损-5|止盈6|强势阈值2.0|强势参考prev_close|最多D2|转弱阈值-1(可成交),93,0.537634,1.251082,0.010326,0.960341,2.076529,0
扩展网格_止损-7|止盈12|强势阈值0.0|强势参考d0|最多D2|转弱阈值-1(可成交),93,0.451613,1.743959,0.010326,0.960282,2.010820,0
扩展网格_止损-7|止盈12|强势阈值0.0|强势参考d0|最多D2|转弱阈值-2(可成交),93,0.451613,1.743959,0.010326,0.960282,2.010820,0
扩展网格_止损-7|止盈12|强势阈值0.0|强势参考d0|最多D2|转弱阈值1(可成交),93,0.451613,1.743959,0.010326,0.960282,2.010820,0
扩展网格_止损-7|止盈12|强势阈值0.0|强势参考d0|最多D2|转弱阈值0(可成交),93,0.451613,1.743959,0.010326,0.960282,2.010820,0
扩展网格_止损-5|止盈6|强势阈值0.5|强势参考prev_close|最多D5|转弱阈值0(可成交),93,0.526882,1.285091,0.010321,0.959872,2.038576,0
扩展网格_止损-5|止盈6|强势阈值0.5|强势参考prev_close|最多D4|转弱阈值0(可成交),93,0.526882,1.285091,0.010321,0.959872,2.038576,0
扩展网格_止损-4|止盈8|强势阈值0.5|强势参考d0|最多D5|转弱阈值0(可成交),93,0.430108,1.876353,0.010319,0.959637,1.962229,0
扩展网格_止损-6|止盈10|强势阈值0.0|强势参考d0|最多D3|转弱阈值-1(可成交),93,0.430108,1.855492,0.010319,0.959635,1.929472,0
扩展网格_止损-7|止盈10|强势阈值2.0|强势参考d0|最多D5|转弱阈值-2(可成交),93,0.516129,1.401995,0.010317,0.959490,2.044444,0
扩展网格_止损-7|止盈8|强势阈值2.0|强势参考d0|最多D2|转弱阈值-1(可成交),93,0.537634,1.296508,0.010315,0.959295,2.089568,0
扩展网格_止损-7|止盈8|强势阈值2.0|强势参考d0|最多D2|转弱阈值0(可成交),93,0.537634,1.296508,0.010315,0.959295,2.089568,0
扩展网格_止损-7|止盈8|强势阈值2.0|强势参考d0|最多D2|转弱阈值1(可成交),93,0.537634,1.296508,0.010315,0.959295,2.089568,0
扩展网格_止损-7|止盈8|强势阈值2.0|强势参考d0|最多D2|转弱阈值-2(可成交),93,0.537634,1.296508,0.010315,0.959295,2.089568,0
扩展网格_止损-6|止盈10|强势阈值2.0|强势参考prev_close|最多D5|转弱阈值0(可成交),93,0.548387,1.203320,0.010313,0.959154,2.042406,0
扩展网格_止损-6|止盈10|强势阈值2.0|强势参考prev_close|最多D4|转弱阈值0(可成交),93,0.548387,1.203320,0.010313,0.959154,2.042406,0
扩展网格_止损-7|止盈9|强势阈值2.0|强势参考d0|最多D2|转弱阈值-1(可成交),93,0.537634,1.295975,0.010302,0.958124,2.087284,0
扩展网格_止损-7|止盈9|强势阈值2.0|强势参考d0|最多D2|转弱阈值-2(可成交),93,0.537634,1.295975,0.010302,0.958124,2.087284,0
扩展网格_止损-7|止盈9|强势阈值2.0|强势参考d0|最多D2|转弱阈值1(可成交),93,0.537634,1.295975,0.010302,0.958124,2.087284,0
扩展网格_止损-7|止盈9|强势阈值2.0|强势参考d0|最多D2|转弱阈值0(可成交),93,0.537634,1.295975,0.010302,0.958124,2.087284,0
扩展网格_止损-5|止盈9|强势阈值2.0|强势参考prev_close|最多D3|转弱阈值1(可成交),93,0.537634,1.250034,0.010299,0.957766,2.048888,0
扩展网格_止损-6|止盈8|强势阈值2.0|强势参考prev_close|最多D3|转弱阈值-2(可成交),93,0.526882,1.299955,0.010298,0.957734,2.039941,0
扩展网格_止损-7|止盈12|强势阈值1.0|强势参考prev_close|最多D5|转弱阈值-1(可成交),93,0.537634,1.241465,0.010277,0.955745,1.967146,0
扩展网格_止损-6|止盈10|强势阈值0.5|强势参考prev_close|最多D3|转弱阈值1(可成交),93,0.548387,1.182968,0.010277,0.955736,2.012250,0
扩展网格_止损-7|止盈10|强势阈值0.0|强势参考d0|最多D5|转弱阈值1(可成交),93,0.440860,1.823780,0.010273,0.955394,1.966139,0
扩展网格_止损-7|止盈10|强势阈值0.0|强势参考d0|最多D4|转弱阈值1(可成交),93,0.440860,1.823780,0.010273,0.955394,1.966139,0
扩展网格_止损-5|止盈10|强势阈值0.5|强势参考prev_close|最多D3|转弱阈值0(可成交),93,0.537634,1.229715,0.010270,0.955130,2.009609,0
